Sentence,entity_1_name,entity_1_id,entity_1_type,entity_2_name,entity_2_id,entity_2_type,labels
proximal tubular damage caused by hcbd and papillary damage caused by bea were distinguished both by conventional urinalysis (volume and specific gravity) and by measurement of the two urinary enzymes.,puromycin aminonucleoside,D011692,Chemical,acute experimental models of renal damage,D058186,Disease,0
"test blood samples were taken before treatment and surgery as well as on the first, third, and fifth postoperative mornings.",ketoprofen,D007660,Chemical,platelet aggregation,D001791,Disease,0
"however, when the dose is adjusted based on clinical response or the development of adverse effects, 75% of patients with vt or vf can be successfully managed with  @CHEMICAL$..",amiodarone,D000638,Chemical,nausea,D009325,Disease,0
01) in  @CHEMICAL$--exposed pups (79 +/- 2%).,fluoxetine,D005473,Chemical,pulmonary hypertension syndrome,D006976,Disease,0
the results therefore suggest that no is involved in the pain mechanisms of migraine with aura.,nitric oxide,D009569,Chemical,migraine without aura,D020326,Disease,0
previous reports have favored a role of androgens in the pathogenesis of sleep apnea.,androgen,D000728,Chemical,syndrome of obstructive sleep apnea,D020181,Disease,0
"a ld(10) dose (8 mg doxorubicin/kg, ip) administered on day 43 of the hfd feeding regimen led to higher cardiotoxicity, cardiac dysfunction, lipid peroxidation, and 80% mortality in the obese (ob) rats in the absence of any significant renal or hepatic toxicity.",fat,D004041,Chemical,obesity,D009765,Disease,0
"methods:  @CHEMICAL$  was administered as a single dose on gd 9 (0, 250, 500, or 625 mg/kg), 10 (0, 500, 625, or 750 mg/kg), or 11 (0, 500, 750, or 1000 mg/kg) and from gd 6 to gd 17 (0, 50, 125, or 250 mg/kg a day) in the multiple dose study to sd rats.",asa,D001241,Chemical,diaphragmatic hernia,D065630,Disease,0
4%) were no different than with pbo + li/dvp (19.,li,D008094,Chemical,tremor,D014202,Disease,0
"among various oral antiplatelets, a combination of a novel prostacyclin analogue beraprost (bpt) and a potent phosphodiesterase inhibitor cilostazol ((@CHEMICAL$)) may result in untoward clinical effects due to possible synergistic elevation of intracellular camp (cyclic adenosine 3',5'-monophosphate).",clz,C045645,Chemical,nausea,D009325,Disease,0
women who had undergone pelvic radiotherapy also had a higher risk (crude relative risk = 7.,tamoxifen,D013629,Chemical,endometrial cancer,D016889,Disease,0
"he remained thirsty and polyuric despite cessation of  @CHEMICAL$  and investigations on admission showed him to have normal osmoregulated thirst and vasopressin secretion, with clear evidence of nephrogenic diabetes insipidus.",lithium,D008094,Chemical,polyuria,D011141,Disease,0
orthostatic hypotension occurs following alpha 2-adrenoceptor blockade in chronic prazosin-pretreated conscious spontaneously hypertensive rats.,abbott-53693,C056299,Chemical,bradycardia,D001919,Disease,0
"a serious complication of  @CHEMICAL$  is an  @DISEASE$  that impairs visual acuity, contrast sensitivity, and color vision.",ethambutol,D004977,Chemical,optic neuropathy,D009901,Disease,0
no significant differences were observed between quetiapine and placebo on sas and bars scores.,lithium,D008094,Chemical,extrapyramidal syndrome,D001480,Disease,0
"in relatively healthy women, combined continuous ht significantly increased the risk of venous thrombo-embolism or coronary event (after one year's use), stroke (after three years), breast cancer and gallbladder disease.",progestogens,D011374,Chemical,dementia,D003704,Disease,0
"at autopsy, analysis of liver parenchyma revealed rich portal inflammatory infiltrate, which consisted of mixed eosinophil and monocyte cells, associated with several foci of necrosis surrounded by a hard ring of non-specific granulomatous tissue.",phenobarbital,D010634,Chemical,liver damage,D008107,Disease,0
the objective of this study was to evaluate the direct health-care costs and management of  @DISEASE$  during treatment of chc in a clinical trial setting.,interferon-alpha,D016898,Chemical,riha,D000743,Disease,0
cocaine-induced paranoia ((@DISEASE$)) remains an important drug-induced model of idiopathic paranoia for which no psychophysiologic marker has yet emerged.,cocaine,D003042,Chemical,cip,D010259,Disease,0
methods: peripheral blood mononuclear cells collected from the patient were cultured in the presence of a solution of  @CHEMICAL$  and also with sera collected from a volunteer before and after  @CHEMICAL$  intake.,dilevalol,D007741,Chemical,hepatitis,D056486,Disease,0
dna from peripheral nuclear blood cells was genotyped for 5-httlpr using standard polymerase chain reaction methods.,mdma,D018817,Chemical,memory impairments,D008569,Disease,0
behavioral effects of pubertal anabolic androgenic steroid exposure in male rats with low serotonin.,t,D013739,Chemical,irritability,D001523,Disease,0
"we recorded indication for conversion, whether conversion was early or late after transplantation,  @CHEMICAL$  dose and trough blood level at conversion, and incidence of rejection after conversion.",tacrolimus,D016559,Chemical,cardiomyopathy,D009202,Disease,0
"among the subjects treated with  @CHEMICAL$,, 28% men and 32% women had prolonged qtc interval.",methadone,D008691,Chemical,syncope,D013575,Disease,0
"eight patients had cardiac manifestations that were life-threatening in five while taking psychotropic drugs, either phenothiazines or tricyclic antidepressants.",mellaril,D013881,Chemical,ventricular tachycardia,D017180,Disease,0
we conclude that aminoglycoside-associated  @DISEASE$  was less severe and more often reversible with netilmicin than with tobramycin.,piperacillin sodium,D010878,Chemical,ototoxicity,D006311,Disease,0
"in this work the messenger ribonucleic acid (mrna) levels of angiotensinogen (ao) were analyzed with the slot-blot hybridization technique in liver and other extrahepatic tissues: kidney, heart, brain, and adrenal gland from control, nephrotic, and pair-fed (pf) rats.",pan,D011692,Chemical,ns,D009404,Disease,0
"serum alpha-gst levels were significantly elevated by day 4, which corresponded to hepatotoxicity as shown by the increasing incidence of inflammation of the liver capsule, necrosis, and steatosis throughout the study.",vpa,D014635,Chemical,liver toxicity,D056486,Disease,0
05) after iopentol (0%) and iohexol (3%) than after  @CHEMICAL$  (22%).,metrizoate,D008794,Chemical,ventricular fibrillation,D014693,Disease,0
"conclusions: in our series, the occurrence of  @DISEASE$  after liver transplantation was uncommon.",ufh,D006493,Chemical,hit,D013921,Disease,0
"arteritis induced in rats by vasodilators,  @CHEMICAL$  and theophylline, was examined immunohistochemically for expressions of inducible type of nitric oxide synthase (inos), basic fibroblast growth factor (bfgf) and tumor growth factor-beta1 (tgf-beta1).",fenoldopam,D018818,Chemical,arteritis,D001167,Disease,0
"0 mm hg sem in the  @CHEMICAL$  + nimo groups, respectively.",ntg,D005996,Chemical,hypotension,D007022,Disease,0
one patient group developed sinus tachycardias in the setting of a massive  @CHEMICAL$  overdose.,carbamazepine,D002220,Chemical,atrioventricular block,D054537,Disease,0
5% of patients treated with lithium (n = 98) monotherapy experienced adverse events related to eps.,li,D008094,Chemical,extrapyramidal syndrome,D001480,Disease,0
changes in peroxisomes in preneoplastic liver and hepatoma of mice induced by  @CHEMICAL$..,alpha-benzene hexachloride,D001556,Chemical,hepatomas,D006528,Disease,0
similar results were obtained by acetic acid writhing tests.,prostaglandin e2,D015232,Chemical,hyperalgesia,D006930,Disease,0
the  @DISEASE$  induced by dopamine antagonists has been tested and the possible dopamine subtypes involved in  @DISEASE$  was determined.,fluphenazine,D005476,Chemical,catalepsy,D002375,Disease,0
"0mg/kg), the 5-ht(2c) receptor agonist  @CHEMICAL$  (mcpp, 0.",m-chlorophenylpiperazine,C015068,Chemical,startle,D012021,Disease,0
"a total of 69 mice, approximately 7 weeks of age, and weighing 21.",bupropion,D016642,Chemical,convulsions,D012640,Disease,0
the photodistribution of the  @DISEASE$  suggests a significant drug/light interaction.,amlodipine,D017311,Chemical,telangiectasia,D013684,Disease,0
5% of the patients in group a had increased risk and 3.,cm,D003287,Chemical,nephropathy,D007674,Disease,0
results: no statistically significant differences were seen between treated and control eyes nor between treated eyes preoperatively and postoperatively.,corticosteroid,D000305,Chemical,elevated intraocular pressure,D009798,Disease,0
the fixed dose of carboplatin at levels 1 through 4 was given to achieve an area under the concentration-time curve (auc) of 5 using the calvert formula.,taxol,D017239,Chemical,neurotoxicity,D020258,Disease,0
"moreover, significant amounts of platinum were detected in the dorsal root ganglia and kidney after cbdca treatment.",carboplatin,D016190,Chemical,peripheral nervous system damage,D010523,Disease,0
all early-conversion patients showed improvement/resolution of symptoms.,tacrolimus,D016559,Chemical,hepatotoxicity,D056486,Disease,0
the tachyarrhythmias generally subsided within 48 hours after administration of the drugs was stopped.,thioridazine,D013881,Chemical,ventricular tachycardia,D017180,Disease,0
conclusion: marked visual field constriction appears to be associated with  @CHEMICAL$  therapy.,vigabatrin,D020888,Chemical,visual field loss,D014786,Disease,0
the time course of events suggested that amphotericin b was the cause of the  @DISEASE$  in this aids patient.,amphotercin b,D000666,Chemical,seizures,D012640,Disease,0
"however, the nature of this immobility is still unclear.",haloperidol,D006220,Chemical,catalepsy,D002375,Disease,0
"several routine indicators of nephrotoxicity, the enzymes alkaline phosphatase and n-acetyl-beta-glucosaminidase, and the molecular weight of  @DISEASE$  were determined on urine samples.",puromycin aminonucleoside,D011692,Chemical,protein excretion,D011507,Disease,0
this effect was completely prevented by pretreatment with naloxone.,cp,D003520,Chemical,cystitis,D003556,Disease,0
"as it revealed chloroquine-induced myopathy, medication was stopped.",cq,D002738,Chemical,muscular atrophy,D009133,Disease,0
this patient survived without sequelae due to the aggressive sedation and neuromuscular paralysis.,tranylcypromine,D014191,Chemical,tremors,D014202,Disease,0
his mental status normalized and he was transferred to a psychiatry ward.,venlafaxine,C047426,Chemical,rigidity,D009127,Disease,0
model-dependent pharmacokinetic parameters were calculated by computer based on a one-compartment model.,amikacin,D000583,Chemical,nephrotoxic,D007674,Disease,0
cerebral hemorrhage associated with  @CHEMICAL$  in combination with caffeine.,phenylpropanolamine,D010665,Chemical,hypertensive,D006973,Disease,0
a naturalistic auditory location discrimination method was used to evaluate this question using an animal model of status epilepticus.,pilocarpine,D010862,Chemical,impairment in auditory discrimination,D001308,Disease,0
"our findings do suggest that cs-mediated protection is dependent on the action of the intact anionic cs molecule (non-hydrolyzable cse was as protective as cs), whose mechanism has yet to be defined.",acetaminophen,D000082,Chemical,hepatotoxic,D056486,Disease,0
"we propose that naturally occurring compounds such as flavonoids, which are present in fruit juices, may increase the potency of  @CHEMICAL$. by competing for the enzymes that normally inactivate  @CHEMICAL$..",warfarin,D014859,Chemical,gastrointestinal haemorrhage,D006471,Disease,0
"05) fingers, movements of the neck (5.",apomorphine,D001058,Chemical,dyskinesia,D004409,Disease,0
materials and methods: two different schedules of cbdca administration (10 mg/kg and 15 mg/kg i.p. twice a week for nine times) were evaluated in wistar rats.,cddp,D002945,Chemical,peripheral nervous system damage,D010523,Disease,0
groups of male and female inbred leeds strain rats were fed diets containing either 0.,paracetamol,D000082,Chemical,bladder tumours,D001749,Disease,0
