Sentence,entity_1_name,entity_1_id,entity_1_type,entity_2_name,entity_2_id,entitty_2_type,labels
sequential observations of exencephaly and subsequent morphological changes by mouse exo utero development system: analysis of the mechanism of transformation from exencephaly to  @DISEASE$..,5-azacytidine,D001374,Chemical,anencephaly,D000757,Disease,0
"of these, nearly half (n = 78) had used bzds/rds before admission, and the remainder (n = 86) were non-users.",benzodiazepines,D001569,Chemical,dizziness,D004244,Disease,0
"one week later, the patient was again extubated and 3 days later was transferred to a peripheral ward.",carbamylcholin,D002217,Chemical,hyperhidrosis,D006945,Disease,0
"the times to first  @DISEASE$,, twitch suppression and tetanus suppression were inversely related to the infusion rates.",suxamethonium chloride,D013390,Chemical,fasciculation,D005207,Disease,0
isoniazid was the most frequent agent in drug-induced neuropathy.,thiamine,D013831,Chemical,motor neuropathy,D010523,Disease,0
hepatitis b virus (hbv) is one of the major causes of chronic liver disease worldwide.,hbsag,D006514,Chemical,hbv infection,D006509,Disease,0
antidepressant-induced mania in bipolar patients: identification of risk factors.,ssris,D017367,Chemical,bipolar disorder,D001714,Disease,0
"gastric acid back-diffusion, mucosal lpo generation, histamine concentration, microvascular permeability, luminal hemoglobin content and ulcer areas were determined.",cholesterol,D002784,Chemical,atherosclerotic,D050197,Disease,0
in a number of treatment protocols where srl was combined with a calcineurin inhibitor indications of a synergistic  @DISEASE$  effect were described.,csa,D016572,Chemical,nephrotoxic,D007674,Disease,0
valproic acid induced encephalopathy--19 new cases in germany from 1994 to 2003--a side effect associated to vpa-therapy not only in young children.,valproic acid,D014635,Chemical,bone marrow suppression,D001855,Disease,0
use of bzds/rds tended to be associated with a reduced ability to walk and shorter night-time sleep during the week prior to admission.,bzds,D001569,Chemical,tiredness,D005221,Disease,0
this was followed by ventricular fibrillation in one patient and sudden death in another.,5-fluorouracil,D005472,Chemical,chest pain,D002637,Disease,0
patient(s): a 36-year-old woman referred from the infertility clinic for  @DISEASE$..,clomiphene,D002996,Chemical,blurred vision,D014786,Disease,0
"the histology comprised squamous carcinoma (11), adenocarcinoma (1), mixed histology (2), bronchio-alveolar carcinoma (1) and large cell undifferentiated carcinoma (1).",nsc 343499,C042315,Chemical,nausea,D009325,Disease,0
"one hour after the administration of gamma-hch, the activity of seizure-inducing agents was increased, regardless of their mechanism, while 24 h after gamma-hch a differential response was observed.",dmcm,C034818,Chemical,seizures,D012640,Disease,0
"with paclitaxel doses of 200 mg/m2 and higher, granulocyte colony-stimulating factor 5 micrograms/kg/d is given (days 4 through 12).",taxol,D017239,Chemical,alopecia,D000505,Disease,0
twelve patients with liver disease related to  @CHEMICAL$  were seen between 1967 and 1977.,methyldopa,D008750,Chemical,anorexia,D000855,Disease,0
"5 mg/kg i.p.) reduced locomotor time, distance traveled and average speed (p < 0.",thioperamide,C052075,Chemical,catalepsy,D002375,Disease,0
the results of serum liver function tests suggested hepatocellular injury in 10 (63%); the rest showed a mixed pattern.,ketoconazole,D007654,Chemical,cholestasis,D002779,Disease,0
"despite pharmacological and supportive interventions, laboratory parameters worsened and the patient died 17 hours after admission.",ciprofloxacin,D002939,Chemical,jaundice,D007565,Disease,0
ophthalmological examinations in over 1100 patients treated with one or the other agent have revealed no evidence of significant short term (up to 2 years) cataractogenic potential.,cyclosporin,D016572,Chemical,myopathy,D009135,Disease,0
"a 61-year-old man was treated with combination chemotherapy incorporating cisplatinum, etoposide, high-dose  @CHEMICAL$  (2,250 mg/m2/24 hours) and folinic acid for an inoperable gastric adenocarcinoma.",5-fluorouracil,D005472,Chemical,coma,D003128,Disease,0
proximal muscle weakness has developed during her follow-up.,tacrolimus,D016559,Chemical,tubular dysfunction,D005198,Disease,0
accumulation of drugs was not reflected in prolonged behavioral impairment.,propranolol,D011433,Chemical,impaired immediate free recall,D008569,Disease,0
a  @CHEMICAL$--drug interaction could have contributed to the haemorrhage in 24 (41%) of the  @CHEMICAL$- patients and in 7 of these (12%) the bleeding complication was considered being possible to avoid.,warfarin,D014859,Chemical,cerebral haemorrhage,D002543,Disease,0
"antidepressant drugs and, more particularly, selective serotonin reuptake inhibitors [ssris]), use and type of mood stabilizers (lithium vs.",antidepressants,D000928,Chemical,bipolar disorder,D001714,Disease,0
psychologists need to inquire about consumption of  @CHEMICAL$--containing beverages as part of an evaluation process.,quinine,D011803,Chemical,seizures,D012640,Disease,0
"after intravenous administration of labetalol, metoprolol and midazolam the patient's condition improved, and 15 min later he woke up.",adrenaline,D004837,Chemical,atrial fibrillation,D001281,Disease,0
"bipolar ii), and additional treatment did not affect the risk of switching.",antidepressant,D000928,Chemical,mania,D001714,Disease,0
"efficacy was evaluated using the clinical global impression-sexual function (cgi-sf; the primary outcome measure), the international index of erectile function (iief), arizona sexual experience scale (asex), and  @DISEASE$  inventory of treatment satisfaction (edits) (secondary outcome measures).",selective serotonin reuptake inhibitor,D017367,Chemical,erectile dysfunction,D007172,Disease,0
cerebral infarction with a single oral dose of  @CHEMICAL$..,phenylpropanolamine,D010665,Chemical,cerebral infarction,D002544,Disease,0
method: the response of 44 patients meeting dsm-iv criteria for bipolar disorder to naturalistic treatment was assessed for at least 6 weeks using the montgomery-asberg depression rating scale and the bech-rafaelson  @DISEASE$  rating scale.,antidepressants,D000928,Chemical,mania,D001714,Disease,0
"twenty-six had minimal prior therapy (good risk), 23 had extensive prior therapy (poor risk), and six had renal and/or hepatic dysfunction.",doxorubicin,D004317,Chemical,anemia,D000740,Disease,0
"animals were administered nicotine, carbachol, or  @CHEMICAL$  via timed tail vein infusion, and the latencies to onset of tremor and clonus were recorded and converted to threshold dose.",neostigmine,D009388,Chemical,convulsion,D012640,Disease,0
manifestations regressed spontaneously under surveillance in the hospital.,alcohol,D000431,Chemical,tachycardia,D013610,Disease,0
"under anesthesia, the superior temporal gyrus of adult macaque monkeys was exposed, and the tonotopic organization of a1 was mapped using conventional microelectrode recording techniques.",furosemide,D005665,Chemical,hearing loss,D034381,Disease,0
"eastern cooperative oncology group performance status improved in 35% of those patients with an initial value > 0, whereas relief of at least 1 symptom without worsening of other symptoms was noted in 27 patients (55%).",vinorelbine,C030852,Chemical,thrombocytopenia,D013921,Disease,0
"2) relative to repeat users of second generation pills, whereas it was 1.",oc,D003276,Chemical,venous thromboembolism,D054556,Disease,0
we prospectively evaluated the adverse reactions of  @CHEMICAL$  in 20 normal volunteers by instilling a single drop of 1%  @CHEMICAL$  in their right eyes.,apraclonidine,C016986,Chemical,entropion,D004774,Disease,0
"in contrast, 7h6 and zo-1 immunostaining was more discontinuous, outlining the bile canaliculi after bdl.",ethinyl estradiol,D004997,Chemical,intrahepatic cholestasis,D002780,Disease,0
"taken together, these events undoubtedly establish gspe's abundant bioavailability, and the power to defend multiple target organs from toxic assaults induced by structurally diverse and functionally different entities in vivo.",doxorubicin,D004317,Chemical,necrosis,D009336,Disease,0
the patient recovered spontaneously in 3 hours under surveillance in the hospital.,alcohol,D000431,Chemical,arterial hypotension,D007022,Disease,0
a large group of patients with suspected allergic reactions to beta-lactam antibiotics was evaluated.,ax,D000658,Chemical,allergic reaction,D004342,Disease,0
cardiovascular alterations in rat fetuses exposed to calcium channel blockers.,verapamil,D014700,Chemical,cardiovascular malformations,D018376,Disease,0
"molecularly, anf mrna increased 250% and serca2 mrna decreased 57%.",zidovudine,D015215,Chemical,cardiomyopathy,D009202,Disease,0
"however, increased dyspnoea and bronchospasm necessitated reintubation.",carbachol,D002217,Chemical,miosis,D015877,Disease,0
"the most common signs of cardiotoxicity were chest pain, st-t wave changes and  @DISEASE$..",cis-platin,D002945,Chemical,atrial fibrillation,D001281,Disease,0
"dothiepin and  @CHEMICAL$  were equally effective in alleviating the symptoms of depressive illness, and both were significantly superior to placebo.",amitriptyline,D000639,Chemical,blurred vision,D014786,Disease,0
patients and methods: forty-six eligible patients with measurable lesions were included and were stratified according to previous chemotherapy.,vnb,C030852,Chemical,granulocytopenia,D000380,Disease,0
pentoxifylline (trental) does not inhibit dipyridamole-induced coronary hyperemia: implications for dipyridamole-thallium-201 myocardial imaging.,pentoxifylline,D010431,Chemical,intermittent claudication,D007383,Disease,0
conclusion: the frequency of mood switching associated with acute antidepressant therapy may be reduced by lithium treatment.,ssris,D017367,Chemical,dsm-iv bipolar i,D001714,Disease,0
"this case illustrates the need for close vigilance in adverse drug reactions, particularly in the elderly.",ketoconazole,D007654,Chemical,dysarthria,D004401,Disease,0
the effects of intracoronary administration of  @CHEMICAL$  were studied in 21 patients with variant angina and 22 patients with atypical chest pain and in others without angina pectoris (control group).,methylergonovine,D008755,Chemical,coronary spasm,D003329,Disease,0
none of the patients had significant clinical sings of hbv activation.,hbs ag,D006514,Chemical,hepatitis b,D006509,Disease,0
"thus, the relationship between cholinergic activity and responsiveness and alcohol withdrawal was investigated in a genetic animal model of ethanol withdrawal severity.",carbachol,D002217,Chemical,seizure,D012640,Disease,0
the leading causes of death were pneumonia and bronchitis (44.,levodopa,D007980,Chemical,hypotensive,D007022,Disease,0
from such experiments there is evidence that characterization and detection of  @CHEMICAL$--induced activity in rodents critically depends upon the test conditions employed.,apomorphine,D001058,Chemical,hyperactivity,D006948,Disease,0
nine days later the patient's creatine kinase had dropped to 1695 u/l and creatinine was 3.,atazanavir,C413408,Chemical,rhabdomyolysis,D012206,Disease,0
alterations in hepatocyte tjs were assessed by double-immunolabeling for 7h6 and zo-1 using a confocal laser scanning microscope.,ee,D004997,Chemical,intrahepatic cholestasis,D002780,Disease,0
the characteristics of the 48 patients in the possible cases were similar.,ketoconazole,D007654,Chemical,hepatotoxicity,D056486,Disease,0
a phase i/ii study of paclitaxel plus cisplatin as first-line therapy for head and neck cancers: preliminary results.,taxol,D017239,Chemical,alopecia,D000505,Disease,0
"severe  @DISEASE$  and acute renal failure secondary to concomitant use of simvastatin, amiodarone, and atazanavir.",statins,D019821,Chemical,rhabdomyolysis,D012206,Disease,0
"conclusion: this rat study demonstrated a synergistic  @DISEASE$  effect of csa plus srl, whereas fk506 plus srl was better tolerated.",tacrolimus,D016559,Chemical,nephrotoxic,D007674,Disease,0
6% (100 microg/kg) of the effect in wild-type mice.,clonidine,D003000,Chemical,bradycardia,D001919,Disease,0
these results indicate that early changes in glutamate transport may be related to the development of vacuous chewing movements in rats.,reserpine,D012110,Chemical,orofacial dyskinesia,D004409,Disease,0
