Sentence,entity_1_name,entity_1_id,entity_1_type,entity_2_name,entity_2_id,entity_2_type,labels
these studies suggest that an antimetabolite-induced leukopenia predisposes to severe pseudomonas sepsis and that such monkeys may serve as a biological model for study of comparative efficacy of antimicrobial agents.,vincristine sulfate,D014750,Chemical,pseudomonas infections,D011552,Disease,0
antiandrogenic therapy can cause coronary arterial disease.,cpa,C048599,Chemical,coronary arteriosclerosis,D003324,Disease,0
quantitative assessment of systolic and diastolic left ventricular function was performed using transthoracic echocardiography at baseline and at regular intervals after each test.,dobutamine,D004280,Chemical,myocardial stunning,D017682,Disease,0
purpose: this retrospective study used a pharmaceutical company's global safety database to determine the reporting rate of hyponatremia and/or syndrome of inappropriate secretion of anti-diuretic hormone (siadh) among  @CHEMICAL$--treated patients and to explore the possibility of at-risk population subgroups.,vincristine,D014750,Chemical,syndrome of inappropriate anti-diuretic hormone,D007177,Disease,0
"milk-alkali syndrome induced by 1,25(oh)2d in a patient with hypoparathyroidism.",sucralfate,D013392,Chemical,peptic ulcer disease,D010437,Disease,0
optimal precurarizing dose of rocuronium to decrease fasciculation and myalgia following  @CHEMICAL$  administration.,succinylcholine,D013390,Chemical,fasciculations,D005207,Disease,0
"to our knowledge, this is the first report of nicergoline-associated ain.",sermion,D009530,Chemical,eosinophilia,D004802,Disease,0
myocardial catecholamines were also determined in 14 subjects; a weak correlation (r = 0.,doxorubicin,D004317,Chemical,heart failure,D006333,Disease,0
"conversion to sirolimus ameliorates cyclosporine-induced nephropathy in the rat: focus on serum, urine, gene, and protein renal expression biomarkers.",cyclosporin a,D016572,Chemical,renal lesions,D007674,Disease,0
studies of hu @CHEMICAL$ n subjects who have used  @CHEMICAL$  chronically have revealed deficits in dopaminergic and serotonergic systems and cerebral metabolic abnor @CHEMICAL$ lities.,ma,D008694,Chemical,impaired memory performance,D008569,Disease,0
sleep plays an important role in the consolidation and integration of memory in a process called overnight memory consolidation.,ecstasy,D018817,Chemical,dysfunctional overnight memory,D008569,Disease,0
"in these hpma copolymers,  @CHEMICAL$  was covalently bound via peptide linkages that were either non-biodegradable (gly-gly) or degradable by lysosomal proteinases (gly-phe-leu-gly).",dox,D004317,Chemical,cardiotoxicity,D066126,Disease,0
"we found that metformin suppressed the progression of kindling, ameliorated the cognitive impairment and decreased brain oxidative stress.",pentylenetetrazole,D010433,Chemical,cognition deficits,D003072,Disease,0
approximately 75% of the patients were receiving treatment for leukemia or lymphoma.,vincristine,D014750,Chemical,syndrome of inappropriate anti-diuretic hormone,D007177,Disease,0
the secondary outcome investigated is to identify eventual independent risk factors among demographic data and anesthetic drugs used.,thiopentone,D013874,Chemical,delirium,D003693,Disease,0
severe polyneuropathy and motor loss after intrathecal thiotepa combination chemotherapy: description of two cases.,mtx,D008727,Chemical,neurologic toxicities,D020258,Disease,0
phenytoin  @DISEASE$  as probable idiosyncratic reaction: case report.,phenytoin,D010672,Chemical,encephalopathy,D001927,Disease,0
antineutrophil cytoplasmic antibody (anca)--associated vasculitis is a potentially life-threatening adverse effect of antithyroidmedications.,antithyroid medications,D013956,Chemical,pyrexia,D005334,Disease,0
5-fold for lag to develop aki compared with hag (95% confidence interval 1.,gentamicin,D005839,Chemical,acute kidney injury,D058186,Disease,0
long-term  @CHEMICAL$  therapy in pregnancy: maternal and fetal outcome.,propranolol,D011433,Chemical,growth retardation,D005317,Disease,0
the protection by overexpression of superoxide dismutase supports the hypothesis that oxidant stress plays a significant role in aminoglycoside-induced ototoxicity.,kanamycin,D007612,Chemical,hearing loss,D034381,Disease,0
the rate of adverse hypersensitivity reactions to these agents is generally low.,n,C012655,Chemical,skin reactions,D012871,Disease,0
evidence of peripheral sensory neuropathy was found in nine of 13 men before treatment.,thalidomide,D013792,Chemical,dizziness,D004244,Disease,0
"controls were patients admitted to the same hospitals from where the cases arose, also matched by age and sex.",aspirin,D001241,Chemical,end-stage renal disease,D007676,Disease,0
"serum cardiac marker enzyme, histopathological variables and expression of protein levels were analyzed.",isoproterenol,D007545,Chemical,myocardial ischemia,D017202,Disease,0
in addition to experiencing hypercalcemic episodes with peak calcium values of 2.,caco3,D002119,Chemical,hypercalcemia,D006934,Disease,0
this case contributes to the previous observations that non-metastasizing hepatic neoplasms and peliosis can develop in patients with androgen- and corticosteroid-treated fanconi's anemia.,androgens,D000728,Chemical,hepatocellular carcinoma,D006528,Disease,0
"although the pharmacology and neurobiology of paranoia remain cryptic, several mechanisms, including 5ht3 receptor-mediated dopamine release, beta-noradrenergic receptor downregulation, or gabab receptor upregulation acting in the vicinity of the ventral basal ganglia (possibly in lateral orbitofrontal or anterior cingulate circuits), might apply to this phenomenon.",amitriptyline,D000639,Chemical,paranoid,D010259,Disease,0
high-dose 5-fluorouracil / folinic acid in combination with three-weekly  @CHEMICAL$  in the treatment of advanced gastric cancer.,mitomycin c,D016685,Chemical,hus,D006463,Disease,0
dermal developmental toxicity of n-phenylimide herbicides in rats.,s-23121,C083440,Chemical,embryonic death,D020964,Disease,0
"because he was unable to discontinue nonsteroidal anti-inflammatory drug therapy, fludrocortisone was added, correcting the hyperkalemia and allowing  @CHEMICAL$  therapy to be continued safely.",indomethacin,D007213,Chemical,type iv renal tubular acidosis,D006994,Disease,0
a male in his sixties with no history of cardiac chest pain awoke with chest pain following an afternoon sleep.,oxygen,D010100,Chemical,drop in blood pressure,D007022,Disease,0
"after recovery of his renal function, we could safely treat the patient with hd-mtx therapy by controlling drainage from ileostoma with total parenteral nutrition.",mtx,D008727,Chemical,acute renal failure,D058186,Disease,0
"treatment given on an outpatient basis, using portable pump systems, was repeated on day 57.",mitomycin c,D016685,Chemical,diarrhea,D003967,Disease,0
"only 5 of the 160 f2 pituitaries exhibited the hemorrhagic phenotype; 36 of the 160 f2 pituitaries were in the f344 range of mass, but 31 of these were not hemorrhagic, indicating that the hemorrhagic phenotype is not merely a consequence of extensive growth.",des,D004054,Chemical,pituitary tumors,D010911,Disease,0
this retrospective study describes toxicity associated with a protocol of  @CHEMICAL$  (ccnu) and cyclophosphamide (ctx) in dogs with lymphoma.,lomustine,D008130,Chemical,neutropenia,D009503,Disease,0
conclusions: this study suggests that the use of  @CHEMICAL$  in elderly patients with af and a previous mi increases the risk of  @DISEASE$  requiring a permanent pacemaker.,amiodarone,D000638,Chemical,bradyarrhythmia,D001919,Disease,0
"overall, 1,453 patients experienced a total of 2,658 adverse events, the most common being fatigue,  @DISEASE$,, and weakness.",timolol maleate,D013999,Chemical,dizziness,D004244,Disease,0
studies of risk factors for  @CHEMICAL$  nephrotoxicity.,aminoglycoside,D000617,Chemical,glomerular or tubular dysfunction,D007674,Disease,0
the time-course curve of creatinine clearance dropped and showed significant difference (p less than 0.,amns,D011692,Chemical,end-stage renal disease,D007676,Disease,0
"gem-p is a salvage chemotherapy with relatively high response rates, leading to successful transplantation in appropriate patients, in the treatment of relapsed or refractory hl.",gemcitabine,C056507,Chemical,neutropenia,D009503,Disease,0
"experimental animals (n = 6) received rhigf-i, 400 micrograms/d, whereas control rats (n = 6) received the vehicle.",puromycin aminonucleoside,D011692,Chemical,nephropathy,D007674,Disease,0
the ami/gi toxicity of celecoxib was similar to that of acetaminophen and seemed to be better than those of rofecoxib and ns-nsaids.,naproxen,D009288,Chemical,acute myocardial infarction,D009203,Disease,0
the rate of adverse hypersensitivity reactions to these agents is generally low.,acetaminophen,D000082,Chemical,cutaneous reactions,D003875,Disease,0
glomeruli of pan rats contained significantly more cc than glomeruli of controls.,puromycin aminonucleoside,D011692,Chemical,proteinuric,D011507,Disease,0
"a 69-yr-old man, who was concurrently being treated with  @CHEMICAL$  nitrate and timolol maleate eye drops, developed a  @DISEASE$  and became hypotensive during halothane anaesthesia.",pilocarpine,D010862,Chemical,bradycardia,D001919,Disease,0
the mean protective effect by adding monoher before  @CHEMICAL$  led to a significant 4.,dox,D004317,Chemical,cardiomyocyte damage,D009202,Disease,0
"vincristine, dexamethasone, and polyethylene glycol-asparaginase were also administered before the episode as part of induction therapy.",vincristine,D014750,Chemical,aphasia,D001037,Disease,0
"aims and methods: we compared the severity of pretransplant illness, psychiatric co-morbidity, medical and psychosocial outcomes of all patients who had undergone liver transplantation (lt) emergently between 1999-2004 for  @CHEMICAL$--induced  @DISEASE$  (n=36) with age- and sex-matched patients undergoing emergent lt for non- @CHEMICAL$--induced  @DISEASE$  (n=35) and elective lt for chronic liver disease (cld, n=34).",acetaminophen,D000082,Chemical,alf,D017114,Disease,0
changes in serum creatinine after intervention (after-before) were significantly different between the ptra and pci groups (-0.,contrast medium,D003287,Chemical,renal dysfunction,D007674,Disease,0
"the level of gfap, cd11b, tnf-a, ros and nitrite levels were increased.",streptozotocin,D013311,Chemical,neuroinflammatory,D007249,Disease,0
"the animals were sacrificed on days 24, 52, and 80.",amns,D011692,Chemical,fsgs,D005923,Disease,0
gem-p chemotherapy is active in the treatment of relapsed hodgkin lymphoma.,methylprednisolone,D008775,Chemical,thrombocytopenia,D013921,Disease,0
"methods: this study was carried out as a prospective, clinical, non-interventional, observational study.",vancomycin,D014640,Chemical,aki,D058186,Disease,0
) for  @CHEMICAL$--induced psychosis and other axis i psychiatric disorders.,methamphetamine,D008694,Chemical,antisocial personality,D000987,Disease,0
is  @DISEASE$  going to be a rare or a common side-effect of amlodipine?,amlodipine,D017311,Chemical,dysguesia,D004408,Disease,0
"3% (n = 9), progressive disease 15.",folinic acid,D002955,Chemical,hemolytic-uremic syndrome,D006463,Disease,0
"fifteen days later, the lesioned group still showed values significantly lower than the sham group (150 +/- 6 versus 167 +/- 5 mm hg, p less than 0.",trimethaphan,D014294,Chemical,tachycardia,D013610,Disease,0
8% of the patients after high-dose  @CHEMICAL$..,melphalan,D008558,Chemical,acute renal insufficiency,D058186,Disease,0
mean systolic blood pressure decreased 25 mmhg and mean diastolic blood pressure declined 15 mmhg after one month of timolol-hydrochlorothiazide therapy (p less than 0.,hydrochlorothiazide,D006852,Chemical,weakness,D018908,Disease,0
serum creatinine levels were routinely determined at the same time points.,indinavir,D019469,Chemical,impairment of the renal function,D007674,Disease,0
"definite, although limited, antineoplastic activity is observed in patients with well-defined platinum- and paclitaxel-refractory ovarian cancer.",doxorubicin,D004317,Chemical,hand-foot syndrome,D060831,Disease,0
